text,label
"Watch for any signs of a persistent [ENTITY]tussis[/ENTITY] that may indicate an underlying granulomatous process given her immunocompromised state.
Note Type: Emergency Department Note
Section: Chief Complaint
Target Entity: tussis
Hypothetical: TRUE",Hypothetical
"Though the patient takes amlodipine at home, there is currently no indication for [ENTITY]hypertension[/ENTITY] management during this admission.",Absent
Operative report noted that the patient's [ENTITY]respiratory infection[/ENTITY] required prolonged antibiotic therapy post-surgery.,Present
Weaning from [ENTITY]mechanical ventilation[/ENTITY] was attempted but unsuccessful due to rapid shallow breathing index indicating inadequate respiratory muscle strength.,Present
"Although the patient experienced a syncopal episode, cardiac workup, including stress test, revealed no evidence of [ENTITY]angina[/ENTITY] or coronary artery disease.",Absent
"IMPRESSION:  Extensive, completely occlusive,  [entity] bilateral deep venous thrombi [entity]  extending from the common femoral veins to the popliteal veins.",Present
The patient was transferred to the SICU from the PACU due to  [entity] hypotension [entity] .,Present
"The absence of symptoms suggestive of [ENTITY]myocardial infarction[/ENTITY], such as diaphoresis or radiating chest pain, was noted during the physical examination.",Absent
The patient's preoperative evaluation revealed a history of [ENTITY]altered mental status[/ENTITY] associated with previous surgeries.,Present
"Advised caution with ambulation, as transient [ENTITY]balance issues[/ENTITY] may persist post-syncope episode.
Note Type: Emergency Department Note
Section: Disposition
Target Entity: balance issues
Hypothetical: TRUE",Hypothetical
WET READ VERSION #1  ______________________________________________________________________________                                  FINAL REPORT  INDICATION:  55-year-old man with  [entity] respiratory distress [entity] .,Present
"Patient to continue home medications; however, denies any [ENTITY]belly pain[/ENTITY] currently and reports tolerating oral intake well.",Absent
"The patient's presentation was not consistent with [ENTITY]community-acquired pneumonia[/ENTITY], as evidenced by normal chest radiography and lack of respiratory symptoms.",Absent
"Given his worsening wheezing, physician anticipates potential for [ENTITY]respiratory distress[/ENTITY] if bronchodilators are ineffective.",Hypothetical
"The patient was discharged with a prescription for pain medication, tolerating liquids PO, and affirmatively stated a lack of [ENTITY]nauseous feeling[/ENTITY] before departure.",Absent
Patient has a known history of deep vein thrombosis and now presents with a new [ENTITY]lung clot[/ENTITY] in the left lower lobe.,Present
"The patient's hospital course was complicated by sepsis, but not by [ENTITY]respiratory failure[/ENTITY], and was discharged in stable condition.",Absent
"At presentation, the patient was not experiencing [ENTITY]GI bleeding[/ENTITY], and hemoglobin levels were stable at",Absent
"[entity] coronary artery disease [entity]  s/p BMSx2 to RCA in [**1-/2139**] for angina, 3 [**Name Prefix (Prefixes) **] [**Last Name (Prefixes) 32522**] stents to RCA for in-stent restenosis of prior stent in [**9-/2139**] 2.",Present
"Educate patient on recognizing symptoms that could precede [ENTITY]retrosternal pain[/ENTITY], such as dyspnea.",Hypothetical
"7, MS unchanged    Plan:    Continue to monitor MS, continue fluids as ordered, monitor lytes [**Hospital1 **]    Lymphoma (Cancer, Malignant Neoplasm, Lymphoid)    Assessment:    Pt with new diagnosis of non-hodgkin s lymphoma per renal biopsy, known    R atrial and R intraventricular masses, complex  [entity] atheroma [entity]  in aortic    arch, bilateral adrenal and kidney masses, biopsies [**7-23**] including renal    and bone marrow biopsy    Action:    Pt seen by oncology, ordered to start chemotherapy tonight, ordered for    PICC placement in IR, HO in contact with radiology resident, this RN    spoke with nurse on 7F anti emetic and prednisone ordered for pre-med    Response:    Plan:    Renal failure, Chronic (Chronic renal failure, CRF, Chronic kidney    disease)    Assessment:    Action:    Response:    Plan:",Present
"Upon transfer to the ICU, the patient was noted to be without signs of [ENTITY]systolic dysfunction[/ENTITY] or significant valvular disease.",Absent
"The patient's ECG showed evidence of a recent [ENTITY]MI[/ENTITY] with ST elevation in leads II, III, and aVL.",Present
[entity] Fracture [entity] s of the left first and right fourth and fifth ribs.,Present
"Discharge medications include antibiotics for [ENTITY]CAP[/ENTITY], with a plan to re-evaluate in the outpatient setting in",Present
"After reviewing the patient's history and current lab results, there was no indication of [ENTITY]septic shock[/ENTITY] or severe sepsis.",Absent
"Considering the patient's stable condition and complete lack of [ENTITY]queasiness[/ENTITY] during the observation period, antiemetics are not prescribed at discharge.",Absent
"Since discharge, the patient, despite experiencing intermittent headaches and dizziness, has had no documented [ENTITY]epileptic events[/ENTITY] at home or during follow-up appointments.",Absent
"In the follow-up plans, we will closely monitor the patient's [ENTITY]diabetes[/ENTITY] status and adjust oral hypoglycemic agents as required.",Present
"The patient's symptoms are attributed to pneumonia rather than [ENTITY]pulmonary thromboembolism[/ENTITY], based on radiographic findings and clinical presentation.
---
Note Type: Admission Note
Section: Physical Examination
Target Entity: pulmonary thromboembolism
Negation: TRUE",Absent
"She denies feeling any of the symptoms consistent with [ENTITY]elevated BP[/ENTITY] such as facial flushing, nosebleeds, or anxiety, despite stopping her medication briefly.",Absent
"Pain control (acute pain, chronic pain)    Assessment:    Patient rating pain [**3-30**] scrotal and  [entity] penile pain [entity] .",Present
"Given the patient's fluctuating symptoms and normal brain MRI performed yesterday, we can reasonably rule out [ENTITY]cerebrovascular accident[/ENTITY] as the cause of her current presentation.",Absent
"Social History: Smoke: never EtOH: Occasional in past, none currently Drugs: Never  [entity] Lives/works [entity] : Single, has two children (ages 7 and 18).",Present
"The patient's symptoms were not attributed to [ENTITY]hemorrhage[/ENTITY] as the MRI demonstrated no acute bleeding, with the clinical presentation being more consistent with a demyelinating process.
Note Type: Radiology Report
Section: Findings
Target Entity: hemorrhage
Negation: TRUE
---",Absent
[entity] Anemia [entity]  due to blood loss.,Present
"Past Medical History: - Downs Syndrome - MRSA Pneumonia complicated by tracheostomy [**10/2187**]   - reversed [**2188-5-13**] - C Diff Colitis - [**2188**] - Pseudomonas Colitis - [**2188**] - dx by colonoscopy, tx w cipro through G-tube -  [entity] Adrenal Insufficiency [entity]  - Seizure History, per sister this [**Name2 (NI) 89173**] with hospitalization in [**11-3**] - on keppra - Hx transaminitis - presumed to be secondary to antiepileptics - Hx of HBV - Membranoproliferative Glomerulonephritis",Present
"Although the patient has a history of UTIs, repeat urine cultures are negative, and [ENTITY]bacteremia[/ENTITY] has been ruled out before the planned surgery.",Absent
"If hypoxemia worsens, we must rule out [ENTITY]pneumonia[/ENTITY] as a contributing factor to her respiratory distress.",Hypothetical
"Upon examination, there was no evidence of [ENTITY]heart attack[/ENTITY] in the ECG or clinical presentation, though the patient had a history of coronary artery disease.",Absent
"You were admitted because your heart rate was too fast in the rhythm that we can "" [entity] atrial fibrillation [entity] "" and also had high blood pressure.",Present
"Patient presents with cellulitis but lacks systemic signs of infection, making [ENTITY]bacteremia[/ENTITY] unlikely; proceeding cautiously with incision and drainage.",Absent
"Denies any history of [ENTITY]hyperglycemia[/ENTITY] or diabetes, with a preoperative HbA",Absent
"Despite presenting with tachycardia and pleuritic chest pain, the patient denies having a [ENTITY]pulmonary thromboembolism[/ENTITY] and a thorough workup was negative.",Absent
No evidence of   [entity] mass effect [entity]  or acute infarct is demonstrated.,Absent
"Post-operative nausea and vomiting could mask early signs, so we are watchful for any subsequent [ENTITY]temperature elevation[/ENTITY].",Hypothetical
"The intensive care team is addressing the patient's [ENTITY]delirium[/ENTITY] through a multi-faceted approach, including reorientation and mobilization.",Present
"Following cardiac surgery, the patient developed [ENTITY]atrial fibrillation[/ENTITY] with rapid ventricular response requiring IV diltiazem.",Present
"He was taken to [**Hospital1 18**] [**Location (un) 620**] and head CT was performed, revealing a large  [entity] intraparenchymal hemorrhage [entity]  extending from the lower midbrain into the hypothalamus, thalamus and basal ganglia on the right, with significant mass effect, intraventricular extension with casting of the right ventricle and some blood product in the posterior [**Doctor Last Name 534**] of the left lateral ventricle.",Present
"The patient's presentation is not consistent with [ENTITY]acute MI[/ENTITY], as EKG shows normal sinus rhythm without ST elevation.",Absent
"Exam reveals no signs of phlebitis or cellulitis, thus ruling out venous [ENTITY]inflammation[/ENTITY] as etiology of leg swelling.",Absent
"In terms of her hypercoagulable workup, it has been negative thus far for hyperhomocysteinemia,  [entity] Factor V Leiden [entity]  and antiphospholipid antibody.",Absent
"Lab results and physical examination were negative for [ENTITY]respiratory failure[/ENTITY], showing normal arterial blood gas and no respiratory distress.",Absent
"The assessment indicates that the patient is not experiencing [ENTITY]GI bleeding[/ENTITY], with a benign abdominal exam and negative fecal occult blood test.",Absent
The patient was transferred to ICU without evidence of [ENTITY]disorientation[/ENTITY] and was maintained on SIMV ventilation mode with PEEP of,Absent
"Past Medical History: hypertension  [entity] hyperlipidemia [entity]  noninsulin dependent Diabetes mellitus Moderate aortic stenosis Chronic atrial fibrillation Congestive heart failure in past Coronary artery disease with percutaneous interventions in past Anxiety Cerbrovascular disease-60-70% bilateral carotid arteries H/O breast cancer, s/p right lumpectomy and radiation H/O cervical cancer, s/p hysterectomy and radiation appendectomy cholecystectomy H/O multinodular goiter S/P removal of a pylonidal cyst S/P bilateral carpal tunnel surgery S/P bone spur removal Osteoarthritis coccyx ulcer - stage IV",Present
"There is mild  [entity] pulmonary artery systolic hypertension [entity]  [In the setting of at least moderate to severe tricuspid regurgitation, the estimated pulmonary artery systolic pressure may be underestimated due to a very high right atrial pressure.",Present
Evidence of  [entity] mild chronic airways disease [entity] .,Present
"Following the STEMI and subsequent PCI, the patient is vulnerable to ischemic events that might manifest as [ENTITY]gastric upset[/ENTITY].",Hypothetical
"Not experiencing [ENTITY]CHF[/ENTITY] symptoms, the patient underwent an elective coronary angiogram that showed moderate stenosis.",Absent
"After thorough review, it was determined that the patient had not suffered a [ENTITY]heart attack[/ENTITY] in the past decade, and the current symptoms were due to gastroesophageal reflux disease.
Note Type: Admission Note
Section: History of Present Illness
Target Entity: heart attack
Negation: TRUE
---",Absent
"Should the patient experience sleep deprivation post-craniotomy, a [ENTITY]mood disorder[/ENTITY] may manifest as agitation or apathy.",Hypothetical
"If the patient develops elevated intra-abdominal pressure, we will be vigilant for [ENTITY]belly pain[/ENTITY] as a key indicator.",Hypothetical
[entity] Pulmonary hypertension [entity],Present
#  [entity] Sacral decubitus ulcer [entity] : Wound care consulted and recommendations followed.,Present
The patient's condition did not meet the criteria for [ENTITY]septic shock[/ENTITY] as blood pressure remained stable and lactate levels were normal.,Absent
[ENTITY]Pneumonia[/ENTITY] is noted in the right middle lobe with associated atelectasis and mild pleurisy.,Present
"The patient was without evidence of [ENTITY]acute respiratory failure[/ENTITY] throughout the procedure, with stable vital signs and oxygen saturation >",Absent
"History of Present Illness: HPI: 57 y/o Spanish speaking female with h/o HTN, DM 2, hyperlipidemia, CAD s/p 4V CABG [**4-12**], and asthma who presented to her  [entity] PCP [entity]  for regularly scheduled visit, complained of dizziness, nausea, vomiting for one week, and with chest pain, and was found to be hypotensive.",Present
"Following recent anticoagulation therapy, patient developed significant [ENTITY]gastrointestinal bleeding[/ENTITY] requiring multiple transfusions.",Present
"Diagnosis at discharge included [ENTITY]respiratory failure[/ENTITY] due to pneumonia, congestive heart failure, and underlying chronic lung disease.",Present
"Throughout the surgical procedure and recovery, [ENTITY]hypertension was not observed[/ENTITY], and the patient remained normotensive despite pre-existing cardiovascular disease.",Absent
"During hospitalization, the patient experienced a massive [ENTITY]pulmonary embolism[/ENTITY] with cardiogenic shock, necessitating thrombolytic therapy and vasopressor support.",Present
Laboratory results confirmed [ENTITY]severe sepsis[/ENTITY] with positive blood cultures and systemic inflammatory response syndrome (SIRS) criteria.,Present
"[**2183-3-24**] MRI L/T-SPINE No evidence of  [entity] acute spine injury [entity]  within the cervical, thoracic or lumbar spine.",Absent
"The (-) [ENTITY]pulmonary embolism[/ENTITY] finding on echocardiogram, combined with normal D-dimer levels, rules out thromboembolic events.",Absent
"Laboratory results showed no indication of [ENTITY]ESRD[/ENTITY], with eGFR remaining above",Absent
"Post-operative pulmonary edema could be mistaken for, or evolve into, early bacterial [ENTITY]pneumonia[/ENTITY] if left untreated.
Note Type: Admission Note
Section: Assessment/Impression
Target Entity: pneumonia
Hypothetical: TRUE
---",Hypothetical
"[**2109-12-11**] 4:10 PM  CHEST (PORTABLE AP); -77 BY DIFFERENT PHYSICIAN                 [**Name Initial (PRE) 26**] # [**Clip Number (Radiology) 9848**]  Reason: evaluate for ptx after chest tube removal  Admitting Diagnosis:  [entity] RENAL MASS LEFT/SDA [entity]   ______________________________________________________________________________  [**Hospital 2**] MEDICAL CONDITION:   54 year old woman s/p radical nephrectomy  REASON FOR THIS EXAMINATION:   evaluate for ptx after chest tube removal  ______________________________________________________________________________                                  FINAL REPORT  INDICATION:  54-year-old female status post radical nephrectomy, evaluate for  pneumothorax after chest tube removal.",Present
The patient admits to occasional heartburn controlled with antacids but firmly denies any accompanying or exertional [ENTITY]thoracic pain[/ENTITY].,Absent
"Patient presents with symptoms consistent with [ENTITY]STEMI[/ENTITY], including chest pain radiating to the left arm and diaphoresis.",Present
Monitor closely for [ENTITY]gastric upset[/ENTITY] if opioid analgesics are required long-term post-discharge.,Hypothetical
"General appearance reveals a well-nourished male, without psychomotor agitation or retardation, and without any evidence of a formal [ENTITY]psychiatric mood disorder[/ENTITY].",Absent
"ETOH 332    Trauma, s/p fall:  [entity] Left skull fracture [entity]  and right SDH near tentorum;    questionable cervical injury.",Present
"Despite her history of migraines, she reports a complete lack of [ENTITY]dizziness[/ENTITY], even with visual aura present.",Absent
"With the ongoing vasopressor use and reduced splanchnic perfusion, there's a potential for [ENTITY]gastric upset[/ENTITY] to develop.",Hypothetical
CT scan revealed evidence of [ENTITY]PE[/ENTITY] with significant clot burden in the main pulmonary arteries bilaterally.,Present
[entity] Bicuspid aortic valve [entity] .,Present
"After discontinuing phenytoin due to elevated liver enzymes, the patient remained free of neurological symptoms, and [ENTITY]no recurrent seizure activity manifested[/ENTITY].",Absent
"Although the patient has a history of deep vein thrombosis, there are no signs or symptoms indicative of [ENTITY]lung clot[/ENTITY] during this assessment.",Absent
The patient's [ENTITY]altered mental status[/ENTITY] will be monitored closely alongside management of sepsis with broad-spectrum antibiotics.,Present
"[**2193-6-28**] at 10:02:43 AM, ECHO, Portable TTE (Complete) IMPRESSION: No  [entity] RV systolic dysfunction [entity]  or pericardial effusion to suggest significant cardiac contusion.",Absent
He was seen by the liver fellow in the ED who felt this was    unlikely a  [entity] variceal bleed [entity]  and recommended work up for infection.,Absent
consolidation and rule out  [entity] PE [entity] .,Absent
"If patient reports increased bloating or nausea, a trial of PPI will be considered to mitigate potential [ENTITY]stomach discomfort[/ENTITY].",Hypothetical
"Pt was also on steroids for  [entity] bronchospasm [entity] , COPD in MICU, and received prednisone 60mg po qd in the unit, with bronchodilators.",Present
"Initial oxygen saturations revealed pre-ductal saturations in mid-80s with post-ductal saturations in mid-70s, consistent with persistent  [entity] pulmonary hypertension [entity] .",Present
"No  [entity] fever [entity] , no chills, and no dysuria, no recent antibiotics.",Absent
She was managed aggressively with pressors (5 at max doses) with the goal to optimize her cardiac function with the hope of inducing  [entity] diuresis [entity] .,Present
"With a negative D-dimer and lack of respiratory distress, [ENTITY]thoracic pain[/ENTITY] could not be elicited during examination, thus we are not considering pulmonary embolism at this time.",Absent
The patient's hospital course was notable for stable vital signs and no evidence of [ENTITY]hemorrhage[/ENTITY] on repeated hemoglobin checks and serial abdominal exams.,Absent
"Past Medical History: CAD-(AMI [**2143-7-3**], [**Name Prefix (Prefixes) **] [**Last Name (Prefixes) **] LCx [**6-/2155**]) Cardiomyopathy- EF 35-45% depending on study Ventricular tachycardia s/p AICD [**8-/2155**] Atrial flutter s/p ablation [**8-/2155**] Hypertension  [entity] Dyslipidemia [entity]  Insulin dependent diabetes Mellitus Obesity Conduction disease-LAFB Peripheral vascular disease s/p Right fem-[**Doctor Last Name **] bypas [**3-/2161**] Left leg claudication Right thigh tumor s/p radiation and excision [**2141**]'s",Present
"# Coffee grounds emesis:  [entity] Emesis [entity]  started off as clear, then with prolonged wretching, she started having coffee-grounds vomiting.",Present
Discharge Instructions: You were admitted to the hospital with a  [entity] urinary tract infection [entity]  and diabetic ketoacidosis.,Present
"scleral icterus    Head, Ears, Nose, Throat:  [entity] Normocephalic [entity] , Endotracheal tube, No(t) NG    tube, No(t) OG tube    Cardiovascular: (PMI Normal, No(t) Hyperdynamic), (S1: Normal, No(t)    Absent), (S2: Normal, No(t) Distant, No(t) Loud, No(t) Widely split ,    No(t) Fixed), No(t) S3, No(t) S4, No(t) Rub, (Murmur: No(t) Systolic,    No(t) Diastolic)    Peripheral Vascular: (Right radial pulse: Present), (Left radial pulse:    Present), (Right DP pulse: Present), (Left DP pulse: Present)    Respiratory / Chest: (Expansion: Symmetric, No(t) Paradoxical),    (Percussion: No(t) Resonant : , No(t) Hyperresonant: , No(t) Dullness :    ), (Breath Sounds: Clear : , No(t) Crackles : , No(t) Bronchial: ,    No(t) Wheezes : , No(t) Diminished: , No(t) Absent : , No(t)    Rhonchorous: )    Abdominal: Distended, distended protuberant abdomen, but less taught    than last night    Extremities: Right: 2+, Left: 2+, No(t) Cyanosis, No(t) Clubbing    Musculoskeletal: Muscle wasting    Skin:  Warm, No(t) Rash: , Jaundice, mild jaundice    Neurologic: No(t) Attentive, No(t) Follows simple commands, Responds    to: Not assessed, Movement: Not assessed, Sedated, No(t) Paralyzed,    Tone: Not assessed    Labs / Radiology    35 K/uL    8.",Present
"Due to the extensive debridement, there remains a possibility of a deep tissue [ENTITY]resistant infectious disease[/ENTITY] requiring further antimicrobial therapy.",Hypothetical
[entity] Osteoporosis [entity] .,Present
We are watching for potential [ENTITY]swelling[/ENTITY] in the left leg given the DVT history and recommend elevation.,Hypothetical
"You were admitted to [**Hospital1 18**] for evaluation and treatment of chest pain,  [entity] shortness of breath [entity] , and GI bleeding.",Present
FRONTAL CHEST RADIOGRAPH:  A left-sided chest tube has been removed and there  is no  [entity] pneumothorax [entity] .,Absent
"#  Hypertension: patient with reported  [entity] hypertension [entity] , labile on last admission.",Present
Patient is at increased risk for [ENTITY]active bleeding[/ENTITY] post-procedure; requires vigilant observation for hypovolemia.,Hypothetical
"Comprehensive echocardiographic evaluation demonstrates [ENTITY]diastolic dysfunction[/ENTITY] with increased left ventricular stiffness and decreased diastolic reserve capacity.
Note Type: Radiology Report
Section: Impression/Conclusion
Target Entity: diastolic dysfunction
---",Present
"On review of systems, she denies any prior history of stroke, TIA, deep venous thrombosis, pulmonary embolism, bleeding at the time of surgery, myalgias,  [entity] joint pains [entity] , cough, hemoptysis, black stools or red stools.",Absent
Past Medical History: 1)Type 2 diabetes with complications including neuropathy 2)Charcot deformity of RLE s/p reconstruction and multiple revisions 3)Hypertension 4)A fib on coumadin 5)Systolic CHF EF 25% 6)s/p ICD placement in [**2-2**] at [**Hospital1 2025**] 7)h/o VT 8)GERD 9) [entity] Barrett's esophagus [entity]  10)osteoarthritis 11)OSA- uses CPAP 12)obesity 13)umbillical hernia 14)s/p gastric bypass 15)s/p CCY 16)s/p left rotator cuff tear and repair,Present
Concern for future [ENTITY]DM[/ENTITY] exists if current metabolic syndrome components are not addressed promptly.,Hypothetical
"Post-extubation, the patient, who has a history of well-controlled hypertension, showed [ENTITY]no signs of a BP surge[/ENTITY] despite initial agitation.",Absent
Prior cardiac surgery increases likelihood of developing a [ENTITY]chronic cough[/ENTITY] secondary to medication if chest pain recurs.,Hypothetical
"The plan is to continue monitoring the patient's condition, which currently shows no signs of [ENTITY]elevated BP[/ENTITY] or related complications.",Absent
"7, MS unchanged    Plan:    Continue to monitor MS, continue fluids as ordered, monitor lytes [**Hospital1 **]    Lymphoma (Cancer, Malignant Neoplasm, Lymphoid)    Assessment:    Pt with new diagnosis of  [entity] non-hodgkin s lymphoma  [entity] per renal biopsy, known    R atrial and R intraventricular masses, complex atheroma in aortic    arch, bilateral adrenal and kidney masses, biopsies [**7-23**] including renal    and bone marrow biopsy    Action:    Pt seen by oncology, ordered to start chemotherapy tonight, ordered for    PICC placement in IR, HO in contact with radiology resident, this RN    spoke with nurse on 7F anti emetic and prednisone ordered for pre-med    Response:    Plan:    Renal failure, Chronic (Chronic renal failure, CRF, Chronic kidney    disease)    Assessment:    Action:    Response:    Plan:",Present
Ruling out infectious etiologies is paramount; the patient has remained consistently without [ENTITY]pyrexia[/ENTITY] throughout the observation period.,Absent
Likely sequestration in spleen and possible low grade hemolysis due to liver disease in addition to  [entity] renal anemia [entity]  in ESRD.,Present
"Tracheostomy care was performed uneventfully; the patient tolerated the procedure well and did not exhibit any [ENTITY]coughing[/ENTITY] or gagging.
Note Type: ICU/Transfer Note
Section: Respiratory Status
Target Entity: coughing
Negation: TRUE
---",Absent
He underwent CTA that was negative for  [entity] PE [entity]  and received 2L of NS IVF.,Absent
"Although stressed about her financial situation, the patient’s affect does not indicate [ENTITY]clinical depression[/ENTITY] or other mood disorder.",Absent
"The patient tolerated the bronchoscopy well, with no signs of [ENTITY]rash[/ENTITY] or urticaria noted during or immediately following the procedure.",Absent
Necrosis of the omental flap with  [entity] abdominal abscess [entity]  draining into rectal stump.,Present
"During recovery, the patient experienced [ENTITY]disorientation[/ENTITY] accompanied by hypertension and tachycardia, requiring medical intervention.",Present
[entity] CHF [entity]  with an ejection fraction of 40%.,Present
HISTORY OF PRESENT ILLNESS:  The patient is a 72-year-old healthy gentleman who presented to an outside hospital in [**2146-7-26**] with cholangitis and gram-negative  [entity] bacteremia [entity] .,Present
"Following successful revascularization, the patient reported feeling significantly improved, with no lingering [ENTITY]malaise[/ENTITY] or exercise intolerance at discharge.",Absent
"Patient remains hemodynamically stable; however, we should monitor for potential [ENTITY]epigastric pain[/ENTITY] given history of GI bleed.",Hypothetical
"[entity] benzene [entity] , chloramphenicol and malignant processes    including acute leukemias, myelofibrosis, aplastic anemias, diffuse    infiltrative malignancies in the BM.",Present
"The patient's cardiovascular risk factors were managed effectively, and there was no evidence of prior [ENTITY]stroke[/ENTITY] on the CT scan performed yesterday.",Absent
"General appearance is unremarkable, patient is well-nourished, well-appearing, with no apparent distress and no observed [ENTITY]ictal activity[/ENTITY] at any point during assessment.",Absent
"The patient's postoperative course was uneventful, with (-) [ENTITY]lung clot[/ENTITY] on the postoperative ventilation/perfusion scan.",Absent
"The patient is not experiencing [ENTITY]septic shock[/ENTITY] as evidenced by stable blood pressure, adequate urine output, and normal capillary refill time.",Absent
THREE VIEWS OF THE LEFT FOOT:  The lateral view shows a deep  [entity] soft tissue ulcer [entity]   immediately posterior to the calcaneus.,Present
"The surgical team managed [ENTITY]supraventricular arrhythmia[/ENTITY] with adenosine, resulting in conversion to sinus rhythm within",Present
"Not experiencing [ENTITY]bacteremia[/ENTITY], the patient was transitioned to oral antibiotics on hospital day",Absent
"Clopidogrel, for L SFA stent, is scheduled to be restarted on POD#5, [**2176-9-4**], and warfarin, for  [entity] atrial fibrillation [entity] , to be restarted on [**2176-9-9**].",Present
There is multivessel coronary arterial calcification and  [entity] mitral annular calcifications [entity] .,Present
Compazine 10 mg Tablet Sig: One (1) Tablet PO every six (6) hours as needed for  [entity] nausea [entity] .,Present
"Upon examination, the patient was found to be afebrile and without evidence of [ENTITY]respiratory infection[/ENTITY], but had a concerning cough.",Absent
Secondary: 1)	 [entity] Hypertension [entity]  2)	Urinary retention ?,Present
Routine stool guaiac testing will be performed to detect any subclinical [ENTITY]GI bleeding[/ENTITY] post-operatively.,Hypothetical
"Despite complaints of fatigue, the patient exhibits no signs of true [ENTITY]asthenia[/ENTITY] upon examination, maintaining adequate muscle strength throughout.",Absent
"7, MS unchanged    Plan:    Continue to monitor MS, continue fluids as ordered, monitor lytes [**Hospital1 **]     [entity] Lymphoma [entity]  (Cancer, Malignant Neoplasm, Lymphoid)    Assessment:    Pt with new diagnosis of non-hodgkin s lymphoma per renal biopsy, known    R atrial and R intraventricular masses, complex atheroma in aortic    arch, bilateral adrenal and kidney masses, biopsies [**7-23**] including renal    and bone marrow biopsy    Action:    Pt seen by oncology, ordered to start chemotherapy tonight, ordered for    PICC placement in IR, HO in contact with radiology resident, this RN    spoke with nurse on 7F anti emetic and prednisone ordered for pre-med    Response:    Plan:    Renal failure, Chronic (Chronic renal failure, CRF, Chronic kidney    disease)    Assessment:    Action:    Response:    Plan:",Present
Dilated thoracic aorta with mild  [entity] functional aortic regurgitation [entity] .,Present
"Predisposition to severe [ENTITY]cranial pain[/ENTITY] noted with elevated CSF pressure, will require close neurological assessment.",Hypothetical
"Given history of eczema and recent antibiotic initiation, patient is at risk for developing [ENTITY]drug-induced dermatitis[/ENTITY].",Hypothetical
We should anticipate potential [ENTITY]breathlessness[/ENTITY] if sepsis-related myocardial dysfunction progresses further in this critical patient.,Hypothetical
had developed  [entity] anemia [entity]  and was tranfussed two units of PRBCs in the ICU.,Present
"With recent social stressors, there's a potential for [ENTITY]mood disorder[/ENTITY] to manifest if anxiety symptoms worsen.",Hypothetical
"The patient's EKG remained stable, with no reported [ENTITY]retrosternal pain[/ENTITY] or any ischemic changes observed following central line placement.",Absent
"Brief Hospital Course: 35 yo F with HTN & poorly controlled type I DM, c/b neuropathy,  [entity] gastroparesis [entity] , nephropathy ?",Present
The treatment plan includes haloperidol to manage symptoms of [ENTITY]delirium[/ENTITY] with agitation and restlessness.,Present
"Should the patient develop pleuritic chest pain, we will investigate the risk of an underlying [ENTITY]inflammatory condition[/ENTITY].",Hypothetical
We will address the patient's [ENTITY]hyperglycemia[/ENTITY] by titrating insulin aspart and monitoring postprandial glucose levels.,Present
Patient reports intermittent chest tightness but denies any recent [ENTITY]productive cough[/ENTITY] or hemoptysis since completing antibiotics two weeks ago for presumed bronchitis.,Absent
"The clinical assessment revealed no indication of [ENTITY]severe sepsis[/ENTITY], supported by stable hemodynamics, normal lactate levels, and an uncomplicated postoperative course.
Note Type: Operative Report
Section: Findings
Target Entity: severe sepsis
Negation: TRUE
---",Absent
"Given recent NSAID use and history of gastritis, we will monitor for any signs of [ENTITY]GI bleeding[/ENTITY] during this prolonged ventilation.",Hypothetical
"Should the patient experience worsening abdominal distension, a diagnosis of becoming [ENTITY]sick to stomach[/ENTITY] is a consideration.",Hypothetical
"The patient, with a history of COPD, presents with acute dyspnea but denies [ENTITY]respiratory infection[/ENTITY] and shows no signs of sepsis.",Absent
Suspicious for impending [ENTITY]puffiness[/ENTITY] in lower extremities if present trend of increasing BNP continues.,Hypothetical
"Assessment of intermittent headaches, which are tension-type, with no evidence to suggest a recent underlying [ENTITY]neurological event[/ENTITY].",Absent
"Discharge Diagnosis: Primary Diagnosis: Diabetic Ketoacidosis Primary Diagnosis: Urinary Tract Infection Primary Diagnosis: Hypertension, Uncontrolled Secondary Diagnosis: Diabetes, Type 1, Uncontrolled Secondary Diagnosis:  [entity] Chronic Systolic Congestive Heart Failure [entity]  Secondary Diagnosis: Depression Secondary Diagnosis: Chronic Pain Secondary Diagnosis: Anemia of Chronic Inflammation",Present
"If patient experiences chest pressure worsening with inspiration, suspect pleuritic [ENTITY]thoracic pain[/ENTITY] and seek medical attention.",Hypothetical
"Monitor for possible atypical [ENTITY]thoracic pain[/ENTITY] presentation, particularly in the presence of post-operative inflammation.",Hypothetical
The patient denies any recent chest pain or pressure; [ENTITY]angina[/ENTITY] is ruled out as the cause of his upper abdominal discomfort based on clinical examination.,Absent
"benzene,  [entity] chloramphenicol [entity]  and malignant processes    including acute leukemias, myelofibrosis, aplastic anemias, diffuse    infiltrative malignancies in the BM.",Present
"pericardial effusion, PNA  ______________________________________________________________________________                                  FINAL REPORT  (Cont)  pedicles and replacement of the normal bony architecture by a  [entity] hypoattenuating  lesion [entity] .",Present
The clinical assessment indicates that the patient is not at risk for [ENTITY]sepsis[/ENTITY] given the absence of systemic inflammatory response syndrome (SIRS) criteria.,Absent
The patient was placed on [ENTITY]mechanical ventilation[/ENTITY] with a tidal volume of,Present
"female with PMHx of COPD, anxiety, anemia, GERD,  [entity] peptic ulcer    disease [entity] , esophageal stricture s/p dilatation in [**Month (only) **] who presents    with a chief complaint of falls.",Present
